Tid,Gid,Same_identity
2214774096,104859818641086586418,no
2214774096,107575054460645653404,yes
2215102304,106544113502730502763,no
2215102304,118136232699687858099,no
2215102304,118290064699215706947,yes
221719444,106396618685903027323,yes
221760432,103187699653095635023,yes
2219939215,105034212788268216258,no
2219939215,109955069403758770264,yes
2221674799,102403203940272283073,no
2221674799,107113033936595495989,no
2221674799,109021904109092255280,no
2221674799,111199381020046956826,no
2221674799,113948551694494569902,yes
2221674799,117782236386073259909,no
222442273,104553043173359953009,yes
222442273,111569238705934157052,no
22273670,117358289059144392427,yes
222987652,100321446581689655278,no
222987652,109609108757245537962,yes
222987652,110169294812009503910,no
2230152837,113395625217404906879,yes
2230152837,115361895367416004135,no
2230152837,115584893039448594131,no
2231542507,109945599708140385228,yes
2236289456,104085666931985464873,yes
2236289456,117625632129312967138,no
22432433,100817654941683348379,yes
224426628,102719746103014064934,yes
22450750,106544113502730502763,no
22450750,115233306327496577248,yes
22450750,118136232699687858099,no
2246188927,115678942665629839300,yes
224651605,101583329198421541044,yes
224651605,113057600233654049481,no
224672410,101483732166011555157,yes
2250332484,106843266855139140252,yes
225077218,110349292737208744999,yes
225111450,100710456459435212263,yes
225111450,103824868906491486995,no
225111450,114794723532613892967,no
22512631,113503632586695464234,yes
225205230,106401311698098928410,no
225205230,112115502588989721853,yes
2252291,110226306797521231117,yes
2252291,111875785330664310779,no
22530325,107537369454198076245,yes
22530325,116653992599208763428,no
22532392,106895435980145657119,yes
2253859496,103862378427570943830,yes
2253859496,105189758244973466335,no
2253947779,103862378427570943830,yes
2253947779,115149806518057814050,no
22543740,100716977602077447415,no
22543740,104405679630072508308,no
22543740,111589239967787648759,yes
22543740,115237092509505721130,no
225755535,114794723532613892967,no
225755535,115785332588898750064,yes
22578053,108590147577342967573,no
22578053,111022791083299154223,yes
22620810,116538575749937541885,yes
2262299714,104996011251233370836,yes
226264971,102858992253309666174,no
226264971,108178381830566584543,no
226264971,112672854679940797833,yes
22631073,100226713151068007462,yes
22631073,106728856043143204200,no
2264811,100018657686308505327,yes
2264811,104405679630072508308,no
2264811,113987939352583444477,no
226852029,103840888445871789853,yes
226852029,106544113502730502763,no
226852029,118136232699687858099,no
2269545613,100242674459999308103,yes
227117943,110089243900968923504,yes
2271897176,106847962427868034124,yes
2272645532,101714181303894002503,yes
2273608988,111734707097070482702,yes
2274771812,101532923049066862487,no
2274771812,109506578315692738221,yes
2276044920,101680183819513158591,yes
2276044920,105135198302843216163,no
2276044920,112415528165591755484,no
227617234,108528026328518552100,yes
227617234,111807942833320008629,no
2278322378,101571310247013711463,yes
22817337,100242321676453663853,yes
22817337,102153789898112549157,no
2282910002,114197951660575959146,no
2282910002,117360283758961390442,yes
2283620347,116936379127746915182,yes
22860217,101451907372712877045,yes
2289184461,103363765328346396584,yes
2289489913,106544113502730502763,no
2289489913,108904817398570477713,no
2289489913,111108926110069956728,yes
2289489913,118136232699687858099,no
229111943,104941709890629961213,yes
22938291,100631407006723924902,yes
22938291,112093883223979188401,no
22970703,110469561766968317394,yes
22971423,106784203560395870002,yes
229870482,101689114016045813061,no
229870482,111103960087022544307,yes
23037204,116750775235200702474,yes
230423018,111533063732948487443,yes
230423018,116192856530727621517,no
2304537648,104822938873746941177,yes
2305054688,109330915784765928294,yes
2305460515,108754656846289623970,yes
23108403,103448640997558067665,no
23108403,106544113502730502763,no
23108403,115374095904135531169,yes
23108403,118136232699687858099,no
23108403,118255512766703943814,no
23123157,100709158522649916582,yes
23125368,117652009008178397669,yes
231304731,100487839149626833980,no
231304731,111510407750000988194,yes
231419538,117524586515460188796,yes
2315782183,112311316983444555061,yes
231755818,103892843756494222476,no
231755818,117194962210476683261,yes
23186103,105268185962501937268,no
23186103,105854674701105382455,yes
23186103,107868802925151317504,no
232234440,112256278827320012730,yes
232234440,118141110282336303741,no
2322956712,101944211378727807246,yes
2322956712,103355166094022049483,no
2322956712,103523047616404799287,no
2322956712,110992540192600516242,no
2325479870,102153789898112549157,no
2325479870,114197951660575959146,yes
2325489691,117974960476159804299,yes
2327606593,105995970879240551635,yes
2329202977,112336790566256119442,yes
233008213,110593853249475600967,no
233008213,111265300249933962384,yes
233008213,111587319385064085440,no
233008213,111868566819315188595,no
2330241927,107778357522771167378,yes
2330864996,106038221025837755060,yes
23309137,100696992023723910985,yes
2331141938,108144820846338775339,yes
2331198367,101354903348954028469,yes
233188589,100280669953077309961,yes
233188589,106544113502730502763,no
233188589,118136232699687858099,no
233333586,101532923049066862487,no
233333586,106187749835520597135,no
233333586,106728856043143204200,no
233333586,116339940846841265986,yes
23345912,109999082656617540074,yes
23350655,112960284703944957889,yes
233683156,114197951660575959146,yes
2338137192,103321638599665685077,yes
2338137192,111827898683240829284,no
234007880,100487839149626833980,no
234007880,111847093050247558879,yes
234136889,106835474505964114210,yes
234136889,117860964391793720553,no
234358468,102523367568032980545,no
234358468,107104806571683496727,yes
2344783099,110720456695245983488,yes
2344839470,102041327289496935587,yes
2344910641,101567646809476646749,yes
2344910641,104023759941862575927,no
2344981065,100708286002102825954,yes
2344981065,105661617963223895038,no
23461630,113441017144720360461,yes
23461630,117175998873633329480,no
2347644390,107654439346424846386,yes
2347909752,117632215249733694539,yes
2347968343,114631551887946671688,yes
23491554,104677119243742309489,no
23491554,105017692376332726557,yes
235277743,117451410481875669354,yes
2353286839,102894466818960568467,yes
2354250711,101134705810703667469,no
2354250711,102063080895872998202,yes
235581732,100022209114682827031,yes
235581732,109300144250008042614,no
23582030,103448640997558067665,no
23582030,104474290011100240267,yes
23582030,108176792730996097778,no
23582030,108589701365744501144,no
23582030,118255512766703943814,no
2359036104,107840255365762486602,yes
2359999818,102997509032747649663,yes
2359999818,107767073772443003863,no
2364653976,117491275816155748718,yes
2364739836,102886197764899636537,no
2364739836,110735710821642902083,yes
236487271,110176482386206490784,no
236487271,112341880587602191195,yes
2366195752,101689114016045813061,no
2366195752,106544113502730502763,no
2366195752,106827760346378381718,no
2366195752,108521603603222934515,yes
2366195752,118136232699687858099,no
23682936,100716977602077447415,no
23682936,104405679630072508308,no
23682936,109091613910415428973,yes
23682936,115237092509505721130,no
23682936,117625632129312967138,no
23703056,100005681280527860403,yes
23703056,100709158522649916582,no
237041838,113176508675646389014,yes
23705113,113371796286625645821,yes
237120049,109194767821862704336,no
237120049,115669065416739807581,yes
237190414,103135162823321948365,no
237190414,108624673796766330767,no
237190414,110483697456093853678,yes
237190414,113441017144720360461,no
237190414,115639872537084676090,no
237205173,105135198302843216163,no
237205173,107347752961256456544,yes
23722571,102352920263615185629,yes
23722571,103280786824527848477,no
23722571,108726152831752630088,no
23722571,111161147524949095445,no
23722571,114794723532613892967,no
23722571,116426866495602280067,no
23819075,103487269295865202610,yes
23819075,105211254097588470989,no
23819075,105322375806570795478,no
23820157,106031799420472973370,no
23820157,110992540192600516242,no
23820157,116419122987485205479,yes
23825747,106401311698098928410,yes
23825747,106544113502730502763,no
23825747,118136232699687858099,no
2383574053,101660727683395093646,no
2383574053,106821342012185610756,yes
2383595126,106544113502730502763,no
2383595126,110983963879338917938,yes
2383595126,114352710243080192970,no
2383595126,118136232699687858099,no
23840994,116987351044210759574,yes
2386548769,101720560293238940880,yes
2386548769,106895435980145657119,no
23914752,107170947185660404637,yes
239499765,103892843756494222476,no
239499765,108171448408215130242,yes
239499765,112521087123250593344,no
23958042,118317781363698538890,yes
23998031,101200986202804542301,yes
24020986,111161147524949095445,no
24020986,116283525705176404865,yes
240369932,115149806518057814050,yes
240503553,108444918605173083196,yes
240657554,101532923049066862487,no
240657554,111000189355525520165,yes
240696425,106734058057211454114,yes
240696425,109260008291368104546,no
240729061,111021306269593064802,yes
240729061,114490681535386825573,no
240729061,116798033186493091338,no
24077283,111906660815850882612,yes
240927059,106544113502730502763,no
240927059,113814245298033208203,yes
240927059,116653992599208763428,no
240927059,118136232699687858099,no
2414053220,115399896322155199723,yes
241672691,106121080063728223407,yes
241672691,106544113502730502763,no
241672691,106578394402183293486,no
241672691,118136232699687858099,no
241959989,109176677586336609296,yes
241959989,112703323488409728264,no
24203712,101483043975990485812,no
24203712,115345346495912767347,yes
2421166062,104967325667043901918,yes
2421166062,107446963344377969110,no
242219949,102751239063709831149,yes
2423608248,106544113502730502763,no
2423608248,115999905551245909022,yes
242366133,103317389178100675415,yes
242366133,112755462689594935588,no
2428763437,107654439346424846386,yes
24333699,100716977602077447415,no
24333699,103034635333779200706,yes
24333699,103068043638779805303,no
24333699,104405679630072508308,no
24333699,105876972504565457520,no
24333699,113814245298033208203,no
24333699,115237092509505721130,no
2434735484,102675867810862546642,yes
2435946612,114251197478735896705,yes
24361605,108838460486632837361,yes
2437334466,117225188719084211082,yes
2437435476,105264139093900718224,yes
2437435476,109189137968513076451,no
243965023,103448640997558067665,no
243965023,112174413414693619166,no
243965023,112491563116668196671,yes
243965023,118255512766703943814,no
243974617,103138658595232350221,yes
24410841,104702851322134793072,yes
244254636,109260008291368104546,no
244254636,117327578543544534224,yes
24476073,105000864368700262321,no
24476073,105549351630248582791,yes
24476073,107183390720684822923,no
24476073,116161469451173623276,no
24476073,118125995247973624185,no
244886611,107694244871161933252,yes
244886611,117010454110031862033,no
2451271046,103321638599665685077,no
2451271046,104336289812127194321,yes
245542415,103403136539676588667,yes
245542415,105252579872975184219,no
245542415,115669065416739807581,no
24562783,102186054465540380644,no
24562783,114100305722809084568,yes
2458635216,100295781569644949849,yes
2458635216,115809990258055121742,no
245928300,113351622715840185690,yes
246034773,105154275905914790251,yes
2460522510,113033874192159669905,no
2460522510,116066640733927875531,yes
24627435,106759696088618829172,yes
24627435,117860964391793720553,no
2462889703,113228838392374671731,yes
246318668,104786538112631952200,no
246318668,115150466703930029334,yes
2465719428,100252889462040799881,yes
2465719428,113942936901208185285,no
24665114,105052722675625815621,no
24665114,113849185846768404491,yes
2466713342,110672168808127200597,yes
246954276,102514070238727572602,yes
246954276,107113033936595495989,no
247211319,101083482670632596310,yes
247235134,103392268542868533629,no
247235134,106621361833188442393,yes
2473315410,106728856043143204200,no
2473315410,107183390720684822923,no
2473315410,116552112026112369650,yes
2476057794,103448640997558067665,no
2476057794,114233181885926688127,yes
2476057794,118255512766703943814,no
24838586,111241875786307511797,yes
24839677,106856352124354176826,yes
249173411,102153789898112549157,no
249173411,114770240479591798071,yes
249282960,100633194835991961412,no
249282960,105915226003188206397,yes
249282960,114465481367291273092,no
24968622,107082278701210921200,no
24968622,113109176238193092892,no
24968622,113388372398769635813,yes
249753713,104354142588902886106,yes
249753713,112311316983444555061,no
249753713,117524730881503569075,no
249822126,110085496369926910135,yes
249822126,115954186387675387611,no
2500264332,103135162823321948365,no
2500264332,114722769933191629121,yes
2500264332,117370198784134140254,no
250220744,117839483333988223624,yes
250397685,117370198784134140254,yes
25047807,116644607409875066105,yes
25073165,103448640997558067665,no
25073165,110892766874973227080,yes
25073165,118255512766703943814,no
2510799549,100631407006723924902,no
2510799549,103964391991179912672,no
2510799549,109818089261086831972,yes
2512190234,106183571447779294574,yes
2512190234,117354960403553623970,no
251583023,104194670101026578005,no
251583023,108305885010168152708,no
251583023,116161469451173623276,yes
251784487,100156574576805615808,yes
2520111541,105052722675625815621,no
2520111541,116845578334122861677,yes
252274967,105733288082047624710,yes
252274967,108358513619776891912,no
25231601,109571907544987705280,yes
25239329,111000679168861801301,yes
25253166,105704576745829749444,yes
25260442,108072062211032408236,yes
25284688,111637035044588577506,yes
253016518,103417844031886297698,yes
253160185,103793647677052508224,yes
253160185,117466765998557228165,no
253313878,108249479961157719947,yes
2535125841,100716977602077447415,no
2535125841,103476428852213716199,no
2535125841,104266375438972856345,no
2535125841,104405679630072508308,no
2535125841,105661617963223895038,no
2535125841,107170947185660404637,no
2535125841,109167419716160022684,no
2535125841,112854577180643011055,no
2535125841,112963448583238359395,yes
2535125841,115237092509505721130,no
25361133,104323164264718518302,yes
25361133,117262317832688206522,no
2542730960,109635636531387235838,no
2542730960,111705172882023588833,yes
254411285,118068780744340572073,no
254411285,118398789392734267962,yes
2545885772,100843240407678561866,no
2545885772,107280119479403896471,yes
25463104,103859615688714421174,yes
25463104,105000864368700262321,no
25463104,111106468294119969678,no
25469094,103381250374051136811,yes
25469094,117271823550428470515,no
25478307,110050958717405276239,no
25478307,113126535475385709261,yes
255167961,108325100302255329922,yes
255167961,110967124312291871738,no
255557460,108560653942601544347,yes
255561168,107230040249004667075,no
255561168,117143745475548089762,yes
25609617,103280786824527848477,no
25609617,108726152831752630088,no
25609617,111161147524949095445,no
25609617,114794723532613892967,no
25609617,116426866495602280067,no
25609617,117310470868675439730,yes
25619217,105331027404252747703,yes
256242377,107053490791171654204,yes
25625036,101496225020893974166,no
25625036,108275989736683840091,yes
25635595,118027005459235817517,yes
25675692,100326914975623011947,yes
25698990,113962828762743067706,yes
257094996,114352077396537903231,yes
257484463,105549351630248582791,no
257484463,106544113502730502763,no
257484463,112756819887888764211,yes
257484463,118136232699687858099,no
25760630,104545709373265156022,no
25760630,105825146848423800235,yes
25760630,112387490733230098418,no
25933288,117416089932462647403,yes
26019742,117919590966532320638,yes
260514583,103448640997558067665,no
260514583,105000864368700262321,no
260514583,107183390720684822923,no
260514583,117879658168440263181,yes
260514583,118125995247973624185,no
260514583,118255512766703943814,no
260743882,106544113502730502763,no
260743882,107767073772443003863,no
260743882,109216382432683031355,yes
260743882,118136232699687858099,no
260895663,100792491875891762069,yes
261030700,103029057458261501702,yes
261618481,106990459730486922427,yes
261618481,110176482386206490784,no
261618481,112183935647195600967,no
261618481,117293732274147452374,no
26179099,102084257258559149993,no
26179099,103666094432262447337,yes
26179099,112579702851534445758,no
262058541,105041155822701773216,no
262058541,107113033936595495989,no
262058541,107534745036963288645,no
262058541,111701882102895968005,yes
262061502,108426846048332320933,yes
262061502,111761495958447355730,no
262120666,101713037098205926660,no
262120666,116767252775240152368,yes
26229905,101889313302163122070,yes
26229905,105000864368700262321,no
263910887,110593853249475600967,no
263910887,111406989196875508528,yes
263910887,113218101287961545481,no
263910887,113883191378951374216,no
2641341,107058573933969531364,no
2641341,116380626450305121224,yes
264202254,103068043638779805303,yes
264390708,106544113502730502763,no
264390708,117389196204105188047,yes
264390708,118136232699687858099,no
26454708,105000864368700262321,no
26454708,105090363595641798289,no
26454708,113289802858946788538,yes
265010614,101664432965126606702,yes
265010614,102463224453528375631,no
265051026,104093817528090083951,yes
265051026,109266601634385891937,no
265051026,113924465273288655704,no
265051026,116037908406574403484,no
26536487,104596683587265481865,yes
266193749,100008866764902197464,no
266193749,104759504801197438511,yes
266352814,101370887007478367289,yes
266352814,111906660815850882612,no
26644666,102084257258559149993,no
26644666,112579702851534445758,no
26644666,118180986311486123918,yes
26714282,114722769933191629121,no
26714282,118295000009286518975,yes
26795107,108612311203869502383,no
26795107,110176482386206490784,no
26795107,111905892844107674645,yes
26795107,113194586610707967308,no
267954386,113828172224787546292,yes
26797824,117625632129312967138,yes
26797824,117799004633198066477,no
268176673,100457511311050599880,no
268176673,107442590405242242526,yes
26870284,100293076646043606959,no
26870284,104782246411457519819,no
26870284,106936712326058499757,yes
26870284,112430923224471933407,no
26889413,118141110282336303741,yes
26971782,103399636398105695214,yes
26984123,101524269459571825585,no
26984123,106580193889112724766,no
26984123,113317381168915527458,yes
270071459,114231456603486238970,yes
270692202,102136601183797591108,no
270692202,106544113502730502763,no
270692202,108129929572998880578,yes
270692202,118136232699687858099,no
270779222,107485275323130266018,yes
273241584,103316215166852356550,yes
273241584,107188215092159828019,no
27389929,106889372965460492235,yes
27392989,101734586108475656172,yes
2740505194,104555791460599561219,yes
274192426,106016872014617211621,yes
274192426,106544113502730502763,no
274192426,118136232699687858099,no
274391511,105772561463865428234,no
274391511,106937506637353257438,yes
274391511,113043902306016735636,no
274391511,116653992599208763428,no
27463106,109299147805368642516,no
27463106,117931996745447829636,yes
27480917,109189137968513076451,no
27480917,114266753578867809369,no
27480917,114538901823939526599,yes
2748240040,103981905668367760560,yes
274850180,114826675123710093091,yes
27536489,105661617963223895038,yes
275384850,108994581648720326260,yes
27561191,105000864368700262321,no
27561191,110865508009409873937,no
27561191,117549084190689078968,yes
275612822,106544113502730502763,no
275612822,111051967635062777212,no
275612822,111973568211191691838,yes
275612822,118136232699687858099,no
275925100,108870601592252567315,yes
27596174,103539871184866683179,yes
2760211,113600519031965367425,yes
2762085941,112789575038219421252,yes
2762085941,116767252775240152368,no
276928792,107020412310297664863,yes
277589057,106256724237066439474,yes
2776949372,103896564468847619089,yes
2776949372,106721733329975040935,no
2776949372,117240177669871793636,no
2776949372,118141110282336303741,no
27836694,104583919067259079407,yes
27842488,108642034210350758513,yes
27842488,112703323488409728264,no
2789221,103381958323975372669,yes
2789221,115809990258055121742,no
27917535,104145692568232193541,yes
27969562,106544113502730502763,no
27969562,112496882821004592436,yes
27969562,118136232699687858099,no
279846256,112854577180643011055,yes
28028836,106544113502730502763,no
28028836,115571357015163048065,yes
28028836,118136232699687858099,no
280614179,103034635333779200706,yes
280647713,105322375806570795478,yes
280654773,108813176032436769620,no
280654773,114211000425494088437,yes
280882491,104863726675932490137,no
280882491,116876369493418064170,yes
2811901,109809072134080421108,yes
281536681,113154289069942678697,yes
281536681,113742551967378275004,no
281555243,111594070520024720978,no
281555243,111620105752350089085,yes
281555243,116538575749937541885,no
282095698,117730158782832262815,yes
282435478,114794723532613892967,no
282435478,117471160386747339322,no
282435478,117933208675403649839,yes
282709373,114836030641052616587,yes
282806333,100716977602077447415,no
282806333,101403174733863658565,no
282806333,112908023596045295125,yes
284133206,109837608629190317320,yes
284133206,111263842635555134838,no
28461213,100654199068691404992,no
28461213,104583919067259079407,no
28461213,117432216919411208564,yes
284666976,111804396378199638320,yes
28494139,100681398634904193211,yes
28494139,104313639177467750059,no
2849573140,108176792730996097778,no
2849573140,108589701365744501144,no
2849573140,108590147577342967573,no
2849573140,112741464213681515489,no
2849573140,116223352894659732841,yes
28506617,110475155885954213378,yes
28506617,111056304720943136850,no
285076072,105398553676889842536,yes
28515430,108638106381215490384,yes
285298396,102153789898112549157,yes
285298396,106544113502730502763,no
285298396,118136232699687858099,no
28536375,111263842635555134838,yes
28536375,113934301728387465906,no
28536375,117951327725186629857,no
285436693,106544113502730502763,no
285436693,109176677586336609296,no
285436693,112605469237348879370,yes
285436693,118136232699687858099,no
28583191,108314735706280540542,yes
28632244,108121249299659313092,yes
28632244,110132555317989725363,no
28632244,116361343298499344698,no
286453018,112491563116668196671,no
286453018,118097525894070741569,yes
28685857,102084257258559149993,no
28685857,105092091546152039219,no
28685857,109087331204557072682,yes
287169518,112266532763799079184,yes
28725938,105066214246343956332,no
28725938,116987351044210759574,no
28725938,117799004633198066477,yes
287585496,100242321676453663853,no
287585496,110368641076866299992,yes
287585496,112703323488409728264,no
287585496,113987939352583444477,no
28770098,109375732215172540348,yes
287947437,116567316255361230701,yes
288922392,104350082360669565225,yes
288922392,108176792730996097778,no
288922392,108589701365744501144,no
28894215,103892843756494222476,no
28894215,108679594681931717316,yes
28894215,112521087123250593344,no
289014465,117070870298645716828,yes
28909935,114785901491165399044,yes
28923103,115466985777159061469,yes
289398443,112521087123250593344,no
289398443,117196800758841601601,yes
28941873,101532923049066862487,no
28941873,102085942707471859708,yes
29102987,115613178447829404258,yes
29102987,115660299472651520388,no
29117113,107346342290414444659,yes
29142477,111436486693818966792,yes
29211327,113369985348208608761,yes
292249342,112243472176604327458,no
292249342,112960956431969381914,yes
292286922,104340986663912931380,yes
292706947,117737765621172988107,yes
29276733,103218246703740413827,no
29276733,105176201879516938505,no
29276733,106544113502730502763,no
29276733,118136232699687858099,no
29276733,118194778545371779153,yes
292772395,104553858366329149136,no
292772395,114397793018286167786,yes
29369373,110037248990572058864,yes
29369373,114397793018286167786,no
293746327,109550030419893756021,no
293746327,117110030984829988031,yes
29404685,109847470778373182072,yes
29404685,113720025460050743787,no
295374474,101010679589930601042,no
295374474,113146286262496616482,yes
29542470,101046595561864654735,yes
29703,100943587207748061742,yes
29703,115809990258055121742,no
2971737467,116917705661200120417,yes
2971737467,117754954286039940170,no
297263295,100293076646043606959,yes
297263295,103065096963997785911,no
29817564,102858992253309666174,no
29817564,108179406384836217324,yes
2982406533,101332203231997012431,no
2982406533,107183390720684822923,no
2982406533,110649665565372272426,no
2982406533,113543334231453637500,yes
2982449908,105876972504565457520,no
2982449908,106835474505964114210,no
2982449908,112553518956864744411,yes
298652654,116107647520094810407,yes
29931586,111738489181111313832,no
29931586,115875657565587493367,yes
29975957,102136601183797591108,no
29975957,106544113502730502763,no
29975957,112842100869065260223,yes
29975957,118136232699687858099,no
299874337,100852320747595911529,yes
299874337,101483043975990485812,no
300142743,101236141637773534913,yes
30085420,111565667398434920050,yes
30090516,100494364263712586164,yes
30090516,113962978034408602911,no
300974581,110022948403631344406,yes
300974581,112075787323572915376,no
30101705,103679303948874131102,no
30101705,107120651334984724942,yes
30101705,115999905551245909022,no
3011,107219057159594225658,no
3011,118107433284982468262,yes
302701582,105876972504565457520,no
302701582,114292487430265837241,yes
30280241,109847470778373182072,no
30280241,117502771027905452119,yes
30296709,109709170250284320074,yes
30298574,101403174733863658565,no
30298574,109145615493727731797,yes
30302481,106820522370465795246,yes
30364037,108813176032436769620,yes
304259728,106544113502730502763,no
304259728,111632262886129930712,yes
304259728,118136232699687858099,no
3042998768,105135198302843216163,no
3042998768,109022332118944471562,yes
3042998768,113503632586695464234,no
304909082,100709158522649916582,yes
305069826,108450433150198759160,yes
305468852,102197928741984613910,yes
305814598,101826296671571333483,yes
305871175,103488312762145240980,no
305871175,105690048862213617968,yes
306165253,106716559074764791830,yes
306211752,115815366730737559613,yes
3062528183,107954362230009426569,yes
30636479,107510865558983470740,yes
30731977,106287376820022456305,yes
307575577,100079309777616471215,yes
307575577,114712852231433778388,no
307888047,100101810474378518308,yes
307888047,112336790566256119442,no
30790646,107026561255042056076,no
30790646,109652104097265644952,yes
30825716,113289802858946788538,no
30825716,115026443098508257676,yes
308278599,112183935647195600967,no
308278599,112586661307091883384,yes
308278599,113849185846768404491,no
30838479,111250836186317177942,yes
30858251,101532923049066862487,no
30858251,103448640997558067665,no
30858251,104474290011100240267,yes
30858251,111906660815850882612,no
30858251,113258060035037205508,no
30858251,115913535940228911425,no
30858251,118255512766703943814,no
309648615,100764132856025874311,yes
309648615,103448640997558067665,no
309648615,118255512766703943814,no
310572807,110169294812009503910,no
310572807,115622764841926068031,yes
310857345,100865441779650570576,yes
31143450,108221275318899423777,yes
31145246,101420217046284699763,no
31145246,109738038441296603385,yes
31169168,110176589523293408898,yes
31169168,114465481367291273092,no
312116254,108376989971812981503,yes
312116254,116715175873646505297,no
31256262,100547961374971798834,yes
31294488,100654199068691404992,yes
31294488,106544113502730502763,no
31294488,118136232699687858099,no
313115583,107120112732710071389,no
313115583,109021904109092255280,yes
313174978,104477824158998153956,no
313174978,113382243766102297567,no
313174978,115727368541421195477,yes
313567921,106187749835520597135,yes
313567921,113371796286625645821,no
314173252,100716977602077447415,no
314173252,104405679630072508308,no
314173252,107547720912119933783,yes
314173252,112030252599313459958,no
314173252,115237092509505721130,no
315038213,114457212118315415064,yes
315049676,104310462608442263116,yes
315049676,113810119008137090516,no
315308178,100931366027112216036,no
315308178,102879192609570124793,yes
315473955,101093976563648289177,no
315473955,105000864368700262321,no
315473955,109094425293006804539,no
315473955,115237092509505721130,no
315473955,117995373782637356870,yes
316545795,113810119008137090516,yes
316884959,101819706733527339753,no
316884959,103354042957822198769,yes
316884959,105000864368700262321,no
317617995,100705691594423967475,yes
31886123,101770128360406447267,no
31886123,112161508125849947904,yes
31886123,114181623008822990975,no
31907775,100546841125707269412,yes
319276964,108486445244988868879,yes
319276964,110176589523293408898,no
319276964,114995468226548797471,yes
31929631,106286120848170577426,yes
3194381,101674794537621448882,yes
3194381,117898826851477361196,no
319901193,113565431248581352930,yes
32004787,100716977602077447415,no
32004787,102886197764899636537,no
32004787,104405679630072508308,no
32004787,114337256254210469313,yes
32004787,114712852231433778388,no
32004787,115237092509505721130,no
321520294,103448640997558067665,no
321520294,111355572273317722139,no
321520294,118255512766703943814,yes
32221911,111269552752916823927,yes
322372080,116007717537320962976,yes
322630194,114256217528609081758,yes
322834956,103488312762145240980,yes
322873073,104064298091078062852,no
322873073,106544113502730502763,no
322873073,113786433656054050057,yes
322873073,118136232699687858099,no
323221042,101544238620721926724,yes
323230615,106154423834861027391,yes
323413152,101660727683395093646,no
323413152,118375107153509588116,yes
32428328,108693585600356818455,no
32428328,115158268997680342018,no
32428328,116223352894659732841,yes
324364604,101944211378727807246,no
324364604,102941466303170564393,yes
324580980,110368527693177938006,yes
326973379,101676717667419489333,yes
327093754,106767268242104156578,yes
327281039,106544113502730502763,no
327281039,113962978034408602911,yes
327281039,118136232699687858099,no
327346721,111718118121910526069,yes
328247851,107534745036963288645,yes
328344171,109124280406940319791,no
328344171,114170090776389391937,yes
328344171,117271823550428470515,no
32895704,113316934931450310588,yes
32901365,105211254097588470989,no
32901365,108305885010168152708,yes
32902296,110792061537507580889,yes
32911270,104961018045634259153,no
32911270,106056934188569523481,no
32911270,106728856043143204200,no
32911270,110176482386206490784,no
32911270,110711072637785202395,no
32911270,117354960403553623970,no
32911270,117416357607014363057,yes
32967231,105000864368700262321,no
32967231,113055926379007162411,yes
32998426,100612785818144492514,yes
32998426,106544113502730502763,no
32998426,118136232699687858099,no
330059713,105002622534305679548,yes
331625333,107506433023270101422,no
331625333,108189133411765161849,yes
33174593,100810114429740450075,yes
33174593,106947902588747146281,no
331869141,109457232254244822943,no
331869141,112123711397354733631,yes
33212082,101316073514044722783,yes
33276161,103488312762145240980,yes
33276161,106728856043143204200,no
33310778,100600229308692578725,no
33310778,106291739582694781319,no
33310778,106315274598232863776,yes
33310778,109576116369105492526,no
333457862,102160753122185388719,yes
333457862,108070646120160104788,no
33351979,114871514439698513601,yes
33389409,106334785092620370293,yes
334448061,114766661404932133738,yes
334865058,108385087675361741723,yes
3350031,101134705810703667469,no
3350031,116658790527789720697,yes
33509953,114142526484367680801,yes
335618159,101331972152407930851,yes
335618159,101926822759889242887,no
335618159,117354960403553623970,no
33614293,110603249638210894527,yes
336181052,105764942685316342387,yes
336181052,114197951660575959146,no
33641097,106475158519440584351,no
33641097,112430923224471933407,yes
336628126,100681398634904193211,no
336628126,102709562416726138273,yes
336741884,102792854031824507857,yes
336741884,115138085671134573546,no
336764087,110764600943724282803,yes
336781477,102352920263615185629,no
336781477,103364721931247464384,yes
337661816,117233947327059486375,yes
337761076,103065096963997785911,yes
337761076,108590147577342967573,no
338067483,104240086332359666719,no
338067483,110859518444793430867,yes
338067483,112265581666158839019,no
33809277,104081571902153914230,yes
33809277,105041155822701773216,no
33809277,107113033936595495989,no
33836054,113742551967378275004,yes
338609409,101813765494483375114,no
338609409,103916025157742851836,yes
33863815,101867719598266894195,no
33863815,109103633222153558491,yes
33863815,109756584355576174190,no
338804507,105609838173768267812,no
338804507,117646762925314689802,yes
33962415,100933960328321768497,no
33962415,103253316389841845088,no
33962415,103869086181086047051,yes
33997695,105000864368700262321,no
33997695,108893809261055860068,yes
340439771,102893935450886294849,yes
340439771,105661617963223895038,no
340439771,106544113502730502763,no
340439771,118136232699687858099,no
34128158,115785027448099756630,yes
342329368,106443534150740728724,yes
342329368,113568137149244729711,no
34282159,101536831832673588997,yes
34282159,117931996745447829636,no
343389590,100546841125707269412,no
343389590,118073539331763966020,yes
34339958,104638265177563171141,yes
34389558,116368691793666334377,yes
344714949,115677967987288556693,yes
344739597,113441634401015420997,yes
3459601,100087263052103260591,yes
34676293,107017490815997658624,yes
34676293,111104725384399952939,no
34676293,114244714407650509683,no
34676293,115566471158914747262,no
34694406,101856079634673629773,yes
347041360,102128001791790942955,yes
347041360,105462112849990612630,no
